"","OBJECTID","OBJECTID_1","acres","croptype","Band2","Band3","Band4","Band8","Band5","Band6","Band7","Band11","Band12","Band8A","EVI","GCI","NDTI","PSRI","SAVI"
"62",6536845,509981,75.8797950206452,"WALNUT",0.0584334991872311,0.0843734443187714,0.0933638215065002,0.320113927125931,0.135196790099144,0.25643002986908,0.306238770484924,0.28578794002533,0.201813906431198,0.33334094285965,0.394507706165314,2.89249467849731,0.174563407897949,0.136953994631767,0.373205542564392
"63",6540307,510027,29.7942280044244,"WALNUT",0.0794378742575645,0.111470423638821,0.127645790576935,0.318743914365768,0.170591086149216,0.263251453638077,0.300329864025116,0.327449798583984,0.23439621925354,0.33046418428421,0.321221441030502,2.16445207595825,0.17385695874691,0.184997469186783,0.306976109743118
"64",6543238,510051,16.9319146112975,"GRAPE, WINE",0.0910354480147362,0.124424830079079,0.158599480986595,0.304955422878265,0.198240160942078,0.252091228961945,0.283310115337372,0.363659173250198,0.249658793210983,0.313243269920349,0.232377722859383,1.47942674160004,0.185729384422302,0.268728107213974,0.227496847510338
"65",6545399,510062,30.9428875261197,"WALNUT",0.0550492741167545,0.0832254961133003,0.083213172852993,0.354156345129013,0.132620453834534,0.282351911067963,0.341014474630356,0.2742560505867,0.174882039427757,0.367765486240387,0.475475251674652,3.66657018661499,0.231382846832275,0.104720085859299,0.435238420963287
"66",6545400,510063,8.20507576027622,"WALNUT",0.0666576772928238,0.0993487611413002,0.113635487854481,0.35662317276001,0.161762461066246,0.285819560289383,0.340484231710434,0.314726114273071,0.203413456678391,0.371497005224228,0.397513866424561,2.71899342536926,0.216571390628815,0.166618421673775,0.376885652542114
"67",6545401,510064,61.3791781595385,"WALNUT",0.0563878789544106,0.0858945399522781,0.0891222357749939,0.346247971057892,0.137661844491959,0.280202358961105,0.333632588386536,0.292518675327301,0.185220152139664,0.360941559076309,0.442274987697601,3.11913323402405,0.226235926151276,0.116627879440784,0.413026839494705
"68",6545402,510065,53.0468193788486,"WALNUT",0.0426398850977421,0.0706767812371254,0.0627777874469757,0.355647563934326,0.115922383964062,0.286400347948074,0.344947397708893,0.241055101156235,0.136180877685547,0.36930650472641,0.52124559879303,4.27447319030762,0.285084426403046,0.0703577697277069,0.479547262191772
"69",6545403,510066,40.8315062091767,"WALNUT",0.031529076397419,0.0578629225492477,0.0387086272239685,0.397754311561584,0.0971252545714378,0.312959462404251,0.38647598028183,0.20771649479866,0.106408685445786,0.409417480230331,0.645339608192444,6.12481021881104,0.33051386475563,0.0262929517775774,0.574841499328613
"70",6545404,510067,46.7903500803812,"WALNUT",0.0330166555941105,0.0611657463014126,0.0389760695397854,0.383546650409698,0.0996423438191414,0.307836025953293,0.373727798461914,0.20431837439537,0.107369095087051,0.393266439437866,0.629620671272278,5.4304575920105,0.317066490650177,0.0214232914149761,0.559988081455231
"71",6545408,510071,44.1710908553456,"WALNUT",0.0387103445827961,0.0654234439134598,0.0515105538070202,0.349719792604446,0.107194222509861,0.28158500790596,0.338309019804001,0.215145096182823,0.119690015912056,0.360603898763657,0.546575486660004,4.53660106658936,0.292487591505051,0.0494860522449017,0.496422588825226
"72",6545409,510072,41.8703019994101,"WALNUT",0.051478948444128,0.0843292623758316,0.0649595111608505,0.443072736263275,0.124887935817242,0.345264077186584,0.433309882879257,0.234811007976532,0.140131220221519,0.453881442546844,0.65636146068573,4.47515249252319,0.261265605688095,0.0423643514513969,0.561045408248901
"73",6545410,510073,14.2017977173464,"WALNUT",0.0428006909787655,0.0712137296795845,0.0565320737659931,0.378777116537094,0.114734306931496,0.300753563642502,0.366664230823517,0.231496304273605,0.140189379453659,0.387650787830353,0.578942537307739,4.58468103408813,0.256921708583832,0.0517338067293167,0.517481207847595
